Customer ID,Status,Customer Level
CUS-309800,Churn,Long-tail
CUS-457850,Churn,Long-tail
CUS-1525450,Retained,Enterprise
CUS-1520950,Retained,Semi-Enterprise
CUS-596250,Churn,Long-tail
CUS-1446450,Retained,Enterprise
CUS-954600,Churn,Long-tail
CUS-1510850,Retained,Enterprise
CUS-1203300,Retained,Enterprise
CUS-635550,Churn,Semi-Enterprise
CUS-1530900,Retained,Semi-Enterprise
CUS-1486400,Churn,Semi-Enterprise
CUS-159900,Churn,Long-tail
CUS-1488100,Churn,Enterprise
CUS-1440700,Churn,Enterprise
CUS-1441650,Onboarding,Enterprise
CUS-1490250,Retained,Long-tail
CUS-1502950,Retained,Semi-Enterprise
CUS-335900,Churn,Enterprise
CUS-1449000,Churn,Semi-Enterprise
CUS-1449050,Churn,Semi-Enterprise
CUS-1451300,Churn,Semi-Enterprise
CUS-174550,Churn,Long-tail
CUS-1499500,Retained,Long-tail
CUS-185850,Churn,Long-tail
CUS-436250,Churn,Long-tail
CUS-162100,Retained,Enterprise
CUS-923750,Churn,Long-tail
CUS-863400,Churn,Long-tail
CUS-1524000,Retained,Enterprise
CUS-1080950,Churn,Long-tail
CUS-338700,Retained,Long-tail
CUS-1429300,Retained,Long-tail
CUS-1473900,Retained,Enterprise
CUS-176550,Churn,Semi-Enterprise
CUS-1465050,Churn,Semi-Enterprise
CUS-477600,Churn,Semi-Enterprise
CUS-292700,Churn,Semi-Enterprise
CUS-534950,Churn,Long-tail
CUS-834400,Churn,Long-tail
CUS-537550,Churn,Enterprise
CUS-1490900,Retained,Semi-Enterprise
CUS-1456400,Churn,Semi-Enterprise
CUS-463400,Retained,Enterprise
CUS-1179250,Churn,Long-tail
CUS-1457200,Churn,Long-tail
CUS-1474350,Retained,Long-tail
CUS-1468600,Churn,Enterprise
CUS-1488150,Churn,Enterprise
CUS-514050,Churn,Long-tail
CUS-362300,Retained,Enterprise
CUS-1336650,Onboarding,Enterprise
CUS-1495450,Retained,Enterprise
CUS-855400,Churn,Semi-Enterprise
CUS-1560750,Onboarding,Semi-Enterprise
CUS-692150,Retained,Enterprise
CUS-1186150,Churn,Long-tail
CUS-502250,Churn,Enterprise
CUS-1189650,Retained,Enterprise
CUS-1512050,Onboarding,Enterprise
CUS-1352350,Retained,Enterprise
CUS-1352250,Retained,Enterprise
CUS-1477750,Retained,Enterprise
CUS-1129750,Retained,Enterprise
CUS-1352450,Retained,Enterprise
CUS-1477500,Retained,Enterprise
CUS-1477850,Retained,Enterprise
CUS-1352400,Retained,Enterprise
CUS-1477550,Retained,Enterprise
CUS-160350,Churn,Enterprise
CUS-158550,Churn,Semi-Enterprise
CUS-1585900,Onboarding,Enterprise
CUS-1172200,Retained,Enterprise
CUS-1456250,Retained,Enterprise
CUS-1489600,Retained,Semi-Enterprise
CUS-667900,Retained,Semi-Enterprise
CUS-208300,Retained,Long-tail
CUS-645900,Retained,Long-tail
CUS-1429750,Churn,Long-tail
CUS-1487350,Retained,Enterprise
CUS-1174050,Retained,Enterprise
CUS-1162550,Retained,Enterprise
CUS-1174150,Retained,Enterprise
CUS-1521600,Churn,Enterprise
CUS-1430500,Retained,Semi-Enterprise
CUS-1442750,Churn,Long-tail
CUS-1438550,Retained,Enterprise
CUS-1521400,Onboarding,Enterprise
CUS-1442600,Retained,Enterprise
CUS-764550,Churn,Long-tail
CUS-200300,Churn,Enterprise
CUS-743950,Churn,Enterprise
CUS-1293350,Churn,Enterprise
CUS-351800,Churn,Enterprise
CUS-1474600,Retained,Enterprise
CUS-1558100,Retained,Enterprise
CUS-1466150,Retained,Enterprise
CUS-606300,Churn,Enterprise
CUS-1252550,Retained,Enterprise
CUS-270250,Churn,Semi-Enterprise
CUS-322450,Churn,Enterprise
CUS-634000,Onboarding,Enterprise
CUS-753450,Churn,Long-tail
CUS-1470750,Retained,Enterprise
CUS-1520150,Churn,Long-tail
CUS-396600,Churn,Long-tail
CUS-1520200,Onboarding,Long-tail
CUS-1509950,Churn,Long-tail
CUS-519900,Churn,Long-tail
CUS-152200,Churn,Long-tail
CUS-490200,Retained,Enterprise
CUS-1488500,Churn,Long-tail
CUS-1056750,Churn,Enterprise
CUS-758650,Churn,Long-tail
CUS-1570150,Onboarding,Enterprise
CUS-1513450,Retained,Enterprise
CUS-1542650,Retained,Enterprise
CUS-1545200,Churn,Enterprise
CUS-1457100,Churn,Semi-Enterprise
CUS-157600,Churn,Long-tail
CUS-1461950,Retained,Long-tail
CUS-166250,Retained,Enterprise
CUS-1520700,Retained,Enterprise
CUS-1469700,Churn,Long-tail
CUS-494000,Churn,Long-tail
CUS-1501150,Retained,Enterprise
CUS-154050,Churn,Long-tail
CUS-1482250,Retained,Long-tail
CUS-1483100,Retained,Long-tail
CUS-386800,Churn,Long-tail
CUS-1480850,Churn,Semi-Enterprise
CUS-1463200,Churn,Long-tail
CUS-1501700,Retained,Semi-Enterprise
CUS-1472300,Retained,Enterprise
CUS-177450,Churn,Long-tail
CUS-362250,Churn,Long-tail
CUS-1158750,Churn,Long-tail
CUS-1501250,Retained,Long-tail
CUS-151050,Churn,Long-tail
CUS-151150,Retained,Enterprise
CUS-778300,Retained,Enterprise
CUS-1595650,Onboarding,Enterprise
CUS-543000,Churn,Long-tail
CUS-542900,Churn,Long-tail
CUS-542950,Churn,Long-tail
CUS-542850,Churn,Long-tail
CUS-1478550,Retained,Semi-Enterprise
CUS-1607250,Onboarding,Enterprise
CUS-1446550,Retained,Enterprise
CUS-1562300,Onboarding,Semi-Enterprise
CUS-162200,Churn,Enterprise
CUS-1146250,Churn,Long-tail
CUS-1414950,Retained,Enterprise
CUS-1462300,Retained,Semi-Enterprise
CUS-151550,Churn,Long-tail
CUS-314750,Retained,Semi-Enterprise
CUS-157550,Churn,Long-tail
CUS-417250,Churn,Long-tail
CUS-316700,Churn,Long-tail
CUS-418100,Churn,Long-tail
CUS-1305500,Churn,Long-tail
CUS-1471700,Onboarding,Enterprise
CUS-609750,Churn,Long-tail
CUS-404400,Churn,Long-tail
CUS-1585950,Onboarding,Enterprise
CUS-253750,Churn,Enterprise
CUS-1521650,Churn,Enterprise
CUS-533750,Retained,Long-tail
CUS-1526150,Retained,Semi-Enterprise
CUS-610450,Churn,Long-tail
CUS-1528400,Retained,Enterprise
CUS-241450,Retained,Semi-Enterprise
CUS-746700,Churn,Long-tail
CUS-1559850,Onboarding,Enterprise
CUS-586750,Churn,Long-tail
CUS-155800,Churn,Enterprise
CUS-1551150,Onboarding,Enterprise
CUS-1524100,Retained,Enterprise
CUS-5600500,Retained,Semi-Enterprise
CUS-998500,Churn,Long-tail
CUS-1490600,Churn,Long-tail
CUS-1525550,Retained,Long-tail
CUS-362050,Churn,Enterprise
CUS-1543200,Retained,Enterprise
CUS-157500,Churn,Long-tail
CUS-1462050,Churn,Long-tail
CUS-777900,Retained,Long-tail
CUS-1577050,Onboarding,Enterprise
CUS-639450,Churn,Enterprise
CUS-1553650,Onboarding,Semi-Enterprise
CUS-229900,Churn,Semi-Enterprise
CUS-683100,Retained,Semi-Enterprise
CUS-633500,Churn,Long-tail
CUS-571400,Churn,Long-tail
CUS-1496700,Retained,Enterprise
CUS-376750,Churn,Long-tail
CUS-1567600,Onboarding,Enterprise
CUS-304750,Retained,Semi-Enterprise
CUS-1166050,Churn,Enterprise
CUS-1444300,Onboarding,Semi-Enterprise
CUS-806850,Retained,Enterprise
CUS-807100,Retained,Enterprise
CUS-152050,Retained,Enterprise
CUS-1508250,Retained,Enterprise
CUS-1510050,Onboarding,Long-tail
CUS-1510100,Onboarding,Long-tail
CUS-1165300,Churn,Long-tail
CUS-199600,Churn,Semi-Enterprise
CUS-1536300,Onboarding,Semi-Enterprise
CUS-1445600,Churn,Semi-Enterprise
CUS-1537400,Onboarding,Semi-Enterprise
CUS-1549400,Retained,Enterprise
CUS-1206000,Churn,Semi-Enterprise
CUS-1543250,Onboarding,Long-tail
CUS-704850,Churn,Semi-Enterprise
CUS-1487750,Retained,Enterprise
CUS-1453950,Onboarding,Enterprise
CUS-221850,Churn,Long-tail
CUS-1052100,Retained,Semi-Enterprise
CUS-158500,Churn,Long-tail
CUS-1584050,Onboarding,Enterprise
CUS-907250,Churn,Long-tail
CUS-895150,Churn,Enterprise
CUS-627000,Retained,Enterprise
CUS-1570200,Onboarding,Enterprise
CUS-954250,Churn,Semi-Enterprise
CUS-1450850,Retained,Semi-Enterprise
CUS-1482700,Retained,Semi-Enterprise
CUS-680600,Churn,Long-tail
CUS-1479950,Churn,Semi-Enterprise
CUS-300950,Churn,Long-tail
CUS-851850,Churn,Long-tail
CUS-579150,Churn,Enterprise
CUS-372400,Churn,Long-tail
CUS-1506700,Onboarding,Enterprise
CUS-1518200,Retained,Long-tail
CUS-264050,Churn,Long-tail
CUS-1281350,Churn,Long-tail
CUS-160550,Retained,Enterprise
CUS-574650,Churn,Long-tail
CUS-338100,Retained,Enterprise
CUS-1559150,Retained,Enterprise
CUS-159300,Retained,Long-tail
CUS-1459950,Churn,Semi-Enterprise
CUS-1471750,Churn,Enterprise
CUS-5605750,Onboarding,Enterprise
CUS-1484500,Retained,Enterprise
CUS-831150,Churn,Semi-Enterprise
CUS-1554050,Retained,Enterprise
CUS-166150,Retained,Enterprise
CUS-1558000,Retained,Enterprise
CUS-1568150,Retained,Enterprise
CUS-1472600,Retained,Enterprise
CUS-1430600,Churn,Semi-Enterprise
CUS-240400,Churn,Long-tail
CUS-924350,Churn,Long-tail
CUS-1520050,Retained,Enterprise
CUS-166700,Retained,Enterprise
CUS-602800,Churn,Long-tail
CUS-1347050,Retained,Long-tail
CUS-1455650,Retained,Enterprise
CUS-1450750,Retained,Enterprise
CUS-201750,Churn,Long-tail
CUS-856700,Churn,Long-tail
CUS-254800,Churn,Long-tail
CUS-1078150,Churn,Long-tail
CUS-1078100,Churn,Semi-Enterprise
CUS-175950,Churn,Long-tail
CUS-295550,Churn,Long-tail
CUS-1470700,Churn,Semi-Enterprise
CUS-1607700,Onboarding,Enterprise
CUS-1052000,Retained,Semi-Enterprise
CUS-470900,Churn,Long-tail
CUS-1474650,Churn,Long-tail
CUS-1449800,Churn,Semi-Enterprise
CUS-1068750,Retained,Enterprise
CUS-1475750,Retained,Enterprise
CUS-597950,Churn,Long-tail
CUS-1599300,Onboarding,Long-tail
CUS-1472650,Retained,Semi-Enterprise
CUS-1205200,Retained,Semi-Enterprise
CUS-1473300,Churn,Enterprise
CUS-1438700,Onboarding,Enterprise
CUS-1440250,Onboarding,Enterprise
CUS-160150,Retained,Enterprise
CUS-1134350,Retained,Enterprise
CUS-1558200,Onboarding,Enterprise
CUS-1558250,Onboarding,Enterprise
CUS-1558300,Onboarding,Enterprise
CUS-1558400,Onboarding,Enterprise
CUS-1558450,Onboarding,Enterprise
CUS-1558550,Onboarding,Enterprise
CUS-1558600,Onboarding,Enterprise
CUS-1558650,Onboarding,Enterprise
CUS-1558750,Onboarding,Enterprise
CUS-1558800,Onboarding,Enterprise
CUS-1559600,Onboarding,Enterprise
CUS-1558900,Onboarding,Enterprise
CUS-1558950,Onboarding,Enterprise
CUS-1535750,Onboarding,Enterprise
CUS-1480300,Retained,Long-tail
CUS-1463500,Churn,Long-tail
CUS-537150,Churn,Semi-Enterprise
CUS-896100,Churn,Long-tail
CUS-1450100,Retained,Enterprise
CUS-372600,Churn,Long-tail
CUS-1040600,Retained,Enterprise
CUS-1025800,Retained,Semi-Enterprise
CUS-792350,Retained,Enterprise
CUS-1444500,Churn,Enterprise
CUS-711000,Retained,Enterprise
CUS-1047150,Retained,Enterprise
CUS-832650,Retained,Enterprise
CUS-165650,Churn,Long-tail
CUS-1489750,Retained,Enterprise
CUS-332050,Retained,Enterprise
CUS-292450,Churn,Long-tail
CUS-1564700,Retained,Semi-Enterprise
CUS-1482950,Churn,Semi-Enterprise
CUS-1554550,Onboarding,Enterprise
CUS-1600250,Onboarding,Long-tail
CUS-519500,Churn,Enterprise
CUS-1262600,Retained,Enterprise
CUS-157750,Retained,Long-tail
CUS-463450,Retained,Enterprise
CUS-1520300,Churn,Semi-Enterprise
CUS-189700,Retained,Long-tail
CUS-1469200,Churn,Long-tail
CUS-781400,Churn,Enterprise
CUS-1492600,Retained,Enterprise
CUS-1525000,Retained,Enterprise
CUS-423950,Churn,Long-tail
CUS-1572850,Onboarding,Enterprise
CUS-156650,Retained,Enterprise
CUS-1536400,Retained,Long-tail
CUS-271500,Churn,Enterprise
CUS-1467600,Churn,Long-tail
CUS-548200,Churn,Semi-Enterprise
CUS-314850,Retained,Long-tail
CUS-1484250,Churn,Enterprise
CUS-1011600,Churn,Long-tail
CUS-814900,Churn,Long-tail
CUS-555350,Churn,Semi-Enterprise
CUS-1524250,Onboarding,Enterprise
CUS-1525950,Retained,Long-tail
CUS-812200,Retained,Enterprise
CUS-1574100,Retained,Enterprise
CUS-5604900,Onboarding,Enterprise
CUS-1503300,Churn,Long-tail
CUS-1478050,Retained,Enterprise
CUS-1457050,Retained,Enterprise
CUS-1466200,Retained,Semi-Enterprise
CUS-1449350,Churn,Semi-Enterprise
CUS-820800,Churn,Enterprise
CUS-1585050,Onboarding,Enterprise
CUS-1006000,Retained,Semi-Enterprise
CUS-242750,Churn,Long-tail
CUS-244800,Retained,Enterprise
CUS-695600,Churn,Long-tail
CUS-1486900,Onboarding,Enterprise
CUS-1487100,Onboarding,Enterprise
CUS-1486950,Onboarding,Enterprise
CUS-1487000,Onboarding,Enterprise
CUS-1032150,Retained,Long-tail
CUS-316200,Churn,Long-tail
CUS-479050,Churn,Long-tail
CUS-1169900,Churn,Semi-Enterprise
CUS-153450,Churn,Long-tail
CUS-1469800,Retained,Semi-Enterprise
CUS-484400,Churn,Long-tail
CUS-613000,Churn,Long-tail
CUS-1468250,Churn,Semi-Enterprise
CUS-156000,Retained,Semi-Enterprise
CUS-424350,Retained,Enterprise
CUS-547450,Retained,Enterprise
CUS-1293150,Retained,Enterprise
CUS-1447350,Retained,Enterprise
CUS-1447450,Churn,Long-tail
CUS-513800,Churn,Enterprise
CUS-291650,Retained,Enterprise
CUS-1091250,Retained,Enterprise
CUS-417200,Retained,Enterprise
CUS-424300,Retained,Enterprise
CUS-1485800,Retained,Semi-Enterprise
CUS-937700,Churn,Semi-Enterprise
CUS-462250,Retained,Semi-Enterprise
CUS-259200,Churn,Long-tail
CUS-1446600,Retained,Enterprise
CUS-5602550,Onboarding,Long-tail
CUS-1501050,Retained,Semi-Enterprise
CUS-1488650,Onboarding,Enterprise
CUS-1503700,Onboarding,Semi-Enterprise
CUS-803200,Churn,Long-tail
CUS-1506350,Churn,Enterprise
CUS-1160900,Retained,Enterprise
CUS-158350,Churn,Long-tail
CUS-1459700,Churn,Enterprise
CUS-1444550,Churn,Semi-Enterprise
CUS-260600,Churn,Long-tail
CUS-1437250,Churn,Enterprise
CUS-768850,Retained,Enterprise
CUS-1464200,Retained,Long-tail
CUS-1496100,Retained,Enterprise
CUS-1496150,Retained,Enterprise
CUS-1496200,Retained,Enterprise
CUS-1496350,Retained,Enterprise
CUS-1493150,Retained,Enterprise
CUS-1496750,Retained,Enterprise
CUS-998550,Churn,Long-tail
CUS-1530650,Retained,Enterprise
CUS-640000,Churn,Long-tail
CUS-1552800,Retained,Semi-Enterprise
CUS-271550,Retained,Enterprise
CUS-1468300,Retained,Enterprise
CUS-1471800,Onboarding,Enterprise
CUS-1480050,Churn,Semi-Enterprise
CUS-1440950,Churn,Enterprise
CUS-158250,Retained,Enterprise
CUS-319550,Churn,Long-tail
CUS-955850,Retained,Semi-Enterprise
CUS-319450,Churn,Long-tail
CUS-292000,Churn,Long-tail
CUS-515000,Churn,Long-tail
CUS-1453750,Onboarding,Enterprise
CUS-1283250,Retained,Enterprise
CUS-1464100,Retained,Enterprise
CUS-155500,Churn,Long-tail
CUS-1500700,Retained,Enterprise
CUS-1486000,Churn,Long-tail
CUS-1482400,Retained,Enterprise
CUS-1520750,Retained,Enterprise
CUS-1443200,Retained,Semi-Enterprise
CUS-160000,Retained,Semi-Enterprise
CUS-169100,Retained,Enterprise
CUS-153500,Churn,Long-tail
CUS-1435350,Retained,Enterprise
CUS-1497950,Onboarding,Enterprise
CUS-330400,Churn,Semi-Enterprise
CUS-1495850,Retained,Enterprise
CUS-1495900,Retained,Enterprise
CUS-1483450,Retained,Enterprise
CUS-5603950,Onboarding,Enterprise
CUS-5604000,Onboarding,Enterprise
CUS-5603900,Onboarding,Enterprise
CUS-5603850,Onboarding,Enterprise
CUS-1487950,Churn,Enterprise
CUS-5605850,Onboarding,Enterprise
CUS-1552750,Onboarding,Long-tail
CUS-362650,Retained,Long-tail
CUS-1285450,Churn,Long-tail
CUS-156850,Churn,Long-tail
CUS-1577450,Onboarding,Enterprise
CUS-1488000,Churn,Enterprise
CUS-355700,Churn,Enterprise
CUS-460000,Churn,Semi-Enterprise
CUS-1577700,Onboarding,Enterprise
CUS-602150,Churn,Long-tail
CUS-313500,Churn,Long-tail
CUS-1513950,Retained,Enterprise
CUS-1473400,Retained,Long-tail
CUS-230450,Retained,Semi-Enterprise
CUS-1502350,Churn,Enterprise
CUS-1507850,Retained,Semi-Enterprise
CUS-1452550,Churn,Enterprise
CUS-1502450,Churn,Enterprise
CUS-1502500,Churn,Enterprise
CUS-1452600,Churn,Enterprise
CUS-796500,Churn,Enterprise
CUS-186350,Churn,Semi-Enterprise
CUS-331650,Retained,Long-tail
CUS-1279700,Retained,Enterprise
CUS-1072950,Churn,Enterprise
CUS-381600,Retained,Long-tail
CUS-1508050,Retained,Enterprise
CUS-1454950,Onboarding,Semi-Enterprise
CUS-1514300,Churn,Semi-Enterprise
CUS-5603100,Retained,Long-tail
CUS-1557750,Retained,Semi-Enterprise
CUS-1479600,Retained,Semi-Enterprise
CUS-1559400,Onboarding,Long-tail
CUS-1477300,Retained,Enterprise
CUS-1488250,Churn,Enterprise
CUS-1473050,Churn,Semi-Enterprise
CUS-1357850,Retained,Enterprise
CUS-1493500,Retained,Enterprise
CUS-219700,Churn,Long-tail
CUS-176000,Churn,Long-tail
CUS-1179100,Retained,Semi-Enterprise
CUS-1104650,Churn,Enterprise
CUS-1360450,Churn,Long-tail
CUS-1492650,Churn,Long-tail
CUS-155750,Churn,Long-tail
CUS-1194200,Churn,Semi-Enterprise
CUS-398000,Retained,Enterprise
CUS-1239150,Churn,Long-tail
CUS-156500,Churn,Long-tail
CUS-1488600,Retained,Long-tail
CUS-1463000,Retained,Enterprise
CUS-470950,Churn,Long-tail
CUS-460950,Churn,Long-tail
CUS-1489300,Retained,Enterprise
CUS-1489350,Retained,Enterprise
CUS-1465150,Retained,Enterprise
CUS-1270150,Retained,Semi-Enterprise
CUS-1329600,Churn,Semi-Enterprise
CUS-1484050,Onboarding,Semi-Enterprise
CUS-1299750,Churn,Semi-Enterprise
CUS-159100,Churn,Long-tail
CUS-245100,Churn,Long-tail
CUS-1529600,Retained,Enterprise
CUS-1544800,Retained,Enterprise
CUS-1378450,Churn,Enterprise
CUS-1482750,Churn,Semi-Enterprise
CUS-1488050,Churn,Enterprise
CUS-1559200,Retained,Enterprise
CUS-1553500,Onboarding,Semi-Enterprise
CUS-1511000,Churn,Semi-Enterprise
CUS-343450,Churn,Long-tail
CUS-1598800,Onboarding,Long-tail
CUS-1563250,Onboarding,Long-tail
CUS-1029150,Churn,Semi-Enterprise
CUS-1516650,Retained,Enterprise
CUS-1476700,Churn,Long-tail
CUS-152100,Churn,Long-tail
CUS-1502150,Retained,Semi-Enterprise
CUS-237500,Churn,Long-tail
CUS-545150,Churn,Semi-Enterprise
CUS-231050,Churn,Long-tail
CUS-552450,Churn,Long-tail
CUS-262550,Churn,Long-tail
CUS-1577100,Retained,Enterprise
CUS-1538600,Retained,Enterprise
CUS-1471100,Retained,Enterprise
CUS-1562000,Retained,Semi-Enterprise
CUS-1451700,Retained,Enterprise
CUS-888350,Retained,Long-tail
CUS-1345100,Churn,Long-tail
CUS-288100,Churn,Long-tail
CUS-1453800,Retained,Long-tail
CUS-158200,Churn,Long-tail
CUS-1189700,Churn,Long-tail
CUS-1503750,Retained,Enterprise
CUS-1503100,Retained,Enterprise
CUS-1503850,Retained,Enterprise
CUS-1472500,Retained,Enterprise
CUS-1588400,Onboarding,Long-tail
CUS-1460750,Retained,Enterprise
CUS-240750,Churn,Semi-Enterprise
CUS-153900,Churn,Semi-Enterprise
CUS-1508300,Retained,Enterprise
CUS-1105700,Churn,Semi-Enterprise
CUS-1454600,Retained,Enterprise
CUS-1500000,Retained,Semi-Enterprise
CUS-5605000,Onboarding,Long-tail
CUS-1459800,Churn,Long-tail
CUS-1492400,Churn,Semi-Enterprise
CUS-1514350,Churn,Semi-Enterprise
CUS-1508100,Retained,Enterprise
CUS-795950,Retained,Enterprise
CUS-1541800,Onboarding,Long-tail
CUS-1446100,Retained,Long-tail
CUS-278350,Churn,Long-tail
CUS-1516800,Retained,Enterprise
CUS-257050,Retained,Enterprise
CUS-635300,Churn,Long-tail
CUS-390850,Churn,Long-tail
CUS-1503350,Churn,Long-tail
CUS-1512600,Churn,Semi-Enterprise
CUS-378500,Churn,Enterprise
CUS-1087500,Churn,Long-tail
CUS-311050,Churn,Long-tail
CUS-1513150,Churn,Semi-Enterprise
CUS-249050,Churn,Long-tail
CUS-1480750,Retained,Enterprise
CUS-152500,Churn,Long-tail
CUS-1277050,Churn,Long-tail
CUS-208800,Onboarding,Enterprise
CUS-154300,Churn,Semi-Enterprise
CUS-1543650,Retained,Semi-Enterprise
CUS-1543600,Onboarding,Semi-Enterprise
CUS-1543700,Onboarding,Semi-Enterprise
CUS-1543800,Onboarding,Semi-Enterprise
CUS-1497300,Retained,Enterprise
CUS-1597300,Retained,Long-tail
CUS-347750,Churn,Long-tail
CUS-222250,Retained,Enterprise
CUS-1520800,Retained,Semi-Enterprise
CUS-950500,Churn,Semi-Enterprise
CUS-950450,Retained,Semi-Enterprise
CUS-1435500,Retained,Long-tail
CUS-1444350,Retained,Enterprise
CUS-378650,Churn,Long-tail
CUS-428600,Churn,Long-tail
CUS-1454700,Onboarding,Semi-Enterprise
CUS-434600,Retained,Enterprise
CUS-1452450,Churn,Semi-Enterprise
CUS-1010150,Retained,Long-tail
CUS-1484650,Churn,Semi-Enterprise
CUS-355600,Churn,Semi-Enterprise
CUS-355650,Churn,Long-tail
CUS-1499950,Retained,Long-tail
CUS-1513100,Retained,Long-tail
CUS-160500,Retained,Enterprise
CUS-1454000,Churn,Long-tail
CUS-1459750,Churn,Long-tail
CUS-440850,Churn,Long-tail
CUS-1539500,Onboarding,Enterprise
CUS-732700,Churn,Long-tail
CUS-825500,Churn,Semi-Enterprise
CUS-261450,Churn,Long-tail
CUS-1454750,Retained,Enterprise
CUS-241400,Retained,Enterprise
CUS-201900,Churn,Long-tail
CUS-249450,Churn,Long-tail
CUS-530450,Retained,Enterprise
CUS-151000,Churn,Long-tail
CUS-1471850,Retained,Enterprise
CUS-735500,Churn,Enterprise
CUS-237600,Retained,Semi-Enterprise
CUS-1482600,Churn,Semi-Enterprise
CUS-1554250,Onboarding,Enterprise
CUS-1586300,Onboarding,Semi-Enterprise
CUS-161200,Churn,Long-tail
CUS-1485100,Retained,Enterprise
CUS-268550,Retained,Semi-Enterprise
CUS-1454900,Churn,Semi-Enterprise
CUS-513950,Churn,Long-tail
CUS-1476950,Retained,Semi-Enterprise
CUS-1600650,Onboarding,Semi-Enterprise
CUS-157350,Churn,Long-tail
CUS-498050,Churn,Long-tail
CUS-1442450,Retained,Semi-Enterprise
CUS-174850,Churn,Long-tail
CUS-660400,Retained,Long-tail
CUS-261400,Churn,Long-tail
CUS-1450050,Churn,Long-tail
CUS-742850,Churn,Semi-Enterprise
CUS-1565600,Retained,Semi-Enterprise
CUS-1597350,Onboarding,Long-tail
CUS-1526250,Churn,Long-tail
CUS-300200,Churn,Long-tail
CUS-1474800,Churn,Semi-Enterprise
CUS-886850,Churn,Long-tail
CUS-1468550,Onboarding,Semi-Enterprise
CUS-1578450,Onboarding,Enterprise
CUS-1078250,Churn,Long-tail
CUS-1078400,Churn,Long-tail
CUS-1078300,Churn,Semi-Enterprise
CUS-361800,Retained,Long-tail
CUS-1531400,Onboarding,Long-tail
CUS-1485200,Onboarding,Long-tail
CUS-1479100,Retained,Long-tail
CUS-169650,Churn,Long-tail
CUS-1455200,Retained,Enterprise
CUS-157300,Churn,Long-tail
CUS-1472750,Churn,Long-tail
CUS-183350,Churn,Long-tail
CUS-234950,Churn,Long-tail
CUS-1463050,Churn,Long-tail
CUS-1520350,Churn,Semi-Enterprise
CUS-272600,Retained,Semi-Enterprise
CUS-1091150,Retained,Enterprise
CUS-686250,Churn,Long-tail
CUS-166300,Retained,Enterprise
CUS-595750,Churn,Semi-Enterprise
CUS-1493450,Churn,Semi-Enterprise
CUS-195300,Churn,Semi-Enterprise
CUS-1455450,Churn,Semi-Enterprise
CUS-1456900,Retained,Long-tail
CUS-1585400,Retained,Long-tail
CUS-312150,Churn,Long-tail
CUS-1477100,Churn,Enterprise
CUS-712600,Retained,Enterprise
CUS-162150,Churn,Long-tail
CUS-214800,Churn,Long-tail
CUS-314650,Churn,Long-tail
CUS-1560700,Retained,Semi-Enterprise
CUS-496650,Churn,Semi-Enterprise
CUS-225550,Churn,Long-tail
CUS-1487900,Churn,Enterprise
CUS-1403300,Retained,Long-tail
CUS-1484600,Retained,Enterprise
CUS-1562450,Onboarding,Semi-Enterprise
CUS-281300,Retained,Enterprise
CUS-885100,Churn,Long-tail
CUS-463700,Churn,Long-tail
CUS-159450,Churn,Enterprise
CUS-156600,Churn,Long-tail
CUS-1490950,Retained,Enterprise
CUS-1491000,Retained,Enterprise
CUS-1473000,Retained,Enterprise
CUS-195200,Churn,Long-tail
CUS-1190750,Churn,Long-tail
CUS-639400,Churn,Semi-Enterprise
CUS-1194100,Retained,Enterprise
CUS-1514900,Churn,Semi-Enterprise
CUS-1508950,Churn,Enterprise
CUS-1509300,Churn,Enterprise
CUS-1509350,Churn,Enterprise
CUS-1480800,Churn,Semi-Enterprise
CUS-173800,Retained,Semi-Enterprise
CUS-635700,Churn,Semi-Enterprise
CUS-836200,Churn,Long-tail
CUS-836250,Churn,Long-tail
CUS-836150,Churn,Long-tail
CUS-571300,Retained,Long-tail
CUS-1132850,Churn,Enterprise
CUS-563450,Retained,Enterprise
CUS-1567650,Onboarding,Enterprise
CUS-581600,Churn,Enterprise
CUS-1455900,Churn,Long-tail
CUS-524950,Churn,Enterprise
CUS-1502200,Retained,Semi-Enterprise
CUS-1453500,Retained,Semi-Enterprise
CUS-159700,Churn,Semi-Enterprise
CUS-515050,Retained,Semi-Enterprise
CUS-1482650,Retained,Enterprise
CUS-752450,Churn,Long-tail
CUS-1561000,Onboarding,Long-tail
CUS-1472450,Churn,Enterprise
CUS-1488300,Churn,Enterprise
CUS-1467000,Churn,Semi-Enterprise
CUS-1517250,Retained,Enterprise
CUS-1511100,Retained,Semi-Enterprise
CUS-1468850,Churn,Semi-Enterprise
CUS-1468900,Retained,Enterprise
CUS-1459300,Retained,Semi-Enterprise
CUS-1450300,Retained,Enterprise
CUS-1444400,Retained,Enterprise
CUS-152450,Churn,Long-tail
CUS-1032050,Churn,Long-tail
CUS-483850,Churn,Long-tail
CUS-1393900,Retained,Semi-Enterprise
CUS-1580700,Retained,Semi-Enterprise
CUS-912150,Retained,Enterprise
CUS-206600,Churn,Long-tail
CUS-1598500,Onboarding,Long-tail
CUS-1554300,Onboarding,Enterprise
CUS-5599700,Onboarding,Enterprise
CUS-1535400,Onboarding,Semi-Enterprise
CUS-1554150,Churn,Enterprise
CUS-1460300,Retained,Enterprise
CUS-744000,Churn,Enterprise
CUS-161650,Onboarding,Semi-Enterprise
CUS-744050,Churn,Enterprise
