Customer ID,Product Bug Task Count
CUS-1437100,80
CUS-1501150,149
CUS-1518200,110
CUS-289850,177
CUS-1025800,154
CUS-463500,113
CUS-1477650,192
CUS-1462300,165
CUS-1478050,108
CUS-1497300,140
CUS-1476450,121
CUS-1453800,187
CUS-1502900,158
CUS-596350,144
CUS-1497300,186
CUS-1465950,172
CUS-1472600,61
CUS-158700,186
CUS-1499800,182
CUS-1149100,101
CUS-1514800,120
CUS-1483450,198
CUS-983600,133
CUS-1485100,134
CUS-262450,149
CUS-1446600,173
CUS-1446500,114
CUS-1437350,49
CUS-470750,198
CUS-661350,113
CUS-158250,145
CUS-1457950,189
CUS-1444350,193
CUS-1446500,171
CUS-1444950,173
CUS-661350,131
CUS-1485150,144
CUS-1463000,173
CUS-1430550,147
CUS-712600,173
CUS-768850,197
CUS-1482250,123
CUS-726750,185
CUS-1455100,154
CUS-1465950,65
CUS-1472200,173
CUS-166300,189
CUS-1468700,157
CUS-1509900,187
CUS-1443100,188
CUS-1496700,153
CUS-1503450,131
CUS-556900,164
CUS-960300,85
CUS-1468300,178
CUS-1205200,161
CUS-246300,158
CUS-156100,61
CUS-1490450,168
CUS-1482650,191
CUS-530100,130
CUS-1467650,190
CUS-1500800,112
CUS-185300,150
CUS-1501700,146
CUS-156650,181
CUS-1478350,129
CUS-185300,200
CUS-1097250,97
CUS-1458500,133
CUS-1486150,179
CUS-480100,60
CUS-157700,189
CUS-1472200,169
CUS-166300,186
CUS-627000,72
CUS-304750,99
CUS-726750,157
CUS-156650,136
CUS-1467750,178
CUS-1511250,108
CUS-1252550,80
CUS-151150,134
CUS-950700,192
CUS-1442100,181
CUS-268550,101
CUS-1461550,154
CUS-1469800,195
CUS-1461550,188
CUS-1450750,172
CUS-398000,178
CUS-1461800,104
CUS-1511250,130
CUS-1442350,100
CUS-1464200,194
CUS-1454600,49
CUS-949800,60
CUS-806850,105
CUS-1384400,195
CUS-1068750,101
CUS-1477300,182
CUS-1511400,190
CUS-414650,109
CUS-1482250,172
CUS-166250,137
CUS-1521250,189
CUS-1472300,150
CUS-1444700,117
CUS-833950,166
CUS-424450,190
CUS-1470950,193
CUS-1091300,183
CUS-1476900,145
CUS-1521250,118
CUS-532950,114
CUS-230500,90
CUS-775950,169
