Customer ID,MRR
CUS-1203300,"$4,007"
CUS-1280600,"$10,670"
CUS-1337250,"$1,700"
CUS-1384400,"$18,750"
CUS-1443200,"$2,142"
CUS-1444700,"$9,250"
CUS-1449300,"$1,300"
CUS-1453500,"$1,338"
CUS-1453900,"$6,500"
CUS-1460750,"$8,058"
CUS-1464000,"$3,750"
CUS-1464100,"$34,700"
CUS-1464200,"$1,302"
CUS-1473900,"$5,688"
CUS-1479600,"$6,842"
CUS-1481150,"$3,800"
CUS-1482350,"$14,940"
CUS-1484000,"$2,442"
CUS-1497450,"$2,930"
CUS-1499800,"$5,913"
CUS-1502200,$334
CUS-1502950,"$3,534"
CUS-1507950,"$8,366"
CUS-1508050,"$4,923"
CUS-1513800,"$2,500"
CUS-1516100,"$1,350"
CUS-1517900,"$8,001"
CUS-1518300,"$2,180"
CUS-1518400,"$20,660"
CUS-1520600,$540
CUS-1525250,"$1,000"
CUS-1525300,"$19,300"
CUS-1526000,"$4,450"
CUS-1526100,"$2,250"
CUS-1526150,"$3,456"
CUS-1526200,"$4,900"
CUS-289850,"$30,014"
CUS-1554050,"$6,030"
CUS-1573650,"$2,811"
CUS-1585300,"$1,700"
CUS-1589600,"$1,700"
CUS-1597300,"$1,168"
CUS-1597350,"$1,688"
CUS-439300,"$2,450"
CUS-499900,$663
CUS-185300,"$6,500"
CUS-565500,"$10,000"
CUS-571300,"$1,521"
CUS-591000,"$2,135"
